name,site,subtypes,category,type,borough,street,city,postal_code,us_state,latitude,longitude,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,verified,location_link,place_id,google_id
Legend Real Estate,http://lreutah.com/,"Property management company, Office space rental agency, Real estate consultant, Real estate rental agency",Property management company,Property management company,North Park,742 N 500 W #104,Provo,84601.0,Utah,40.2435901,-111.6671142,2.7,284,141,19,10,23,91,,True,"https://www.google.com/maps/place/Legend+Real+Estate/@40.2435901,-111.6671142,14z/data=!4m8!1m2!2m1!1sLegend+Real+Estate!3m4!1s0x874d9a07e101e311:0xb3a0fcf18b37458b!8m2!3d40.2435901!4d-111.6671142",ChIJEeMB4QeaTYcRi0U3i_H8oLM,0x874d9a07e101e311:0xb3a0fcf18b37458b
Riverside Condominiums,http://www.provocondos.us/riverside-avenue-condos---provo-ut.html,Apartment complex,Apartment complex,Apartment complex,Carterville,"1436-, 1500 Riverside Ave",Provo,84604.0,Utah,40.2553407,-111.6685979,3.3,19,5,3,0,4,7,3,False,"https://www.google.com/maps/place/Riverside+Condominiums/@40.2553407,-111.6685979,14z/data=!4m8!1m2!2m1!1sRiverside+Condominiums!3m4!1s0x874d9a75172fe947:0x3299751e081d7fc!8m2!3d40.2553407!4d-111.6685979",ChIJR-kvF3WaTYcR_NeB4FGXKQM,0x874d9a75172fe947:0x3299751e081d7fc
SpyGlas Court,http://spyglascourt.com/,Apartment building,Apartment building,Apartment building,Joaquin,737 N 600 E,Provo,84606.0,Utah,40.2434209,-111.6485228,2.9,14,4,3,1,2,4,1,False,"https://www.google.com/maps/place/SpyGlas+Court/@40.2434209,-111.6485228,14z/data=!4m8!1m2!2m1!1sSpyGlas+Court!3m4!1s0x874d90b14c124bd9:0xc285d4e401dafd8a!8m2!3d40.2434209!4d-111.6485228",ChIJ2UsSTLGQTYcRiv3aAeTUhcI,0x874d90b14c124bd9:0xc285d4e401dafd8a
University Park,https://www.universityparkprovo.com/,Apartment complex,Apartment complex,Apartment complex,Joaquin,225 E 700 N,Provo,84606.0,Utah,40.2433903,-111.6543528,2.8,13,6,1,0,2,4,1,True,"https://www.google.com/maps/place/University+Park/@40.2433903,-111.6543528,14z/data=!4m8!1m2!2m1!1sUniversity+Park!3m4!1s0x874d910f248ef51d:0xe25ae0af1a3ba36f!8m2!3d40.2433903!4d-111.6543528",ChIJHfWOJA-RTYcRb6M7Gq_gWuI,0x874d910f248ef51d:0xe25ae0af1a3ba36f
Belmont Condos,,"Apartment complex, Condominium complex",Apartment complex,Apartment complex,Foot Hills,454 N Seven Peaks Blvd,Provo,84606.0,Utah,40.2400005,-111.6370154,3.5,73,13,3,15,19,23,40,False,"https://www.google.com/maps/place/Belmont+Condos/@40.2400005,-111.6370154,14z/data=!4m8!1m2!2m1!1sBelmont+Condos!3m4!1s0x874d9734ad43b001:0xe5ee4a324286501!8m2!3d40.2400005!4d-111.6370154",ChIJAbBDrTSXTYcRAWUoJKPkXg4,0x874d9734ad43b001:0xe5ee4a324286501
BDA Apartments,https://aspenridgemanagement.com/units/ben-dick-arms-19/,Apartment complex,Apartment complex,Apartment complex,Joaquin,161 E 700 N,Provo,84606.0,Utah,40.2432655,-111.6558142,3.7,10,2,0,1,3,4,2,False,"https://www.google.com/maps/place/BDA+Apartments/@40.2432655,-111.6558142,14z/data=!4m8!1m2!2m1!1sBDA+Apartments!3m4!1s0x874d90ae4c7adbb3:0xb3ac916a04c0e071!8m2!3d40.2432655!4d-111.6558142",ChIJs9t6TK6QTYcRceDABGqRrLM,0x874d90ae4c7adbb3:0xb3ac916a04c0e071
Blackstone Farms,https://www.blackstonefarmsapartments.com/,Apartment complex,Apartment complex,Apartment complex,Spring Creek,1512 S State St,Provo,84606.0,Utah,40.2132632,-111.6351067,2.0,42,29,2,1,1,9,10,True,"https://www.google.com/maps/place/Blackstone+Farms/@40.2132632,-111.6351067,14z/data=!4m8!1m2!2m1!1sBlackstone+Farms!3m4!1s0x874d97a74ac3450d:0xa14367216144ddea!8m2!3d40.2132632!4d-111.6351067",ChIJDUXDSqeXTYcR6t1EYSFnQ6E,0x874d97a74ac3450d:0xa14367216144ddea
Cougar Rentals,http://www.cougarrentals.com/,Property management company,Property management company,Property management company,Downtown,55 W 200 N,Provo,84601.0,Utah,40.2361811,-111.6597178,3.7,30,7,1,2,5,15,2,True,"https://www.google.com/maps/place/Cougar+Rentals/@40.236181099999996,-111.6597178,14z/data=!4m8!1m2!2m1!1sCougar+Rentals!3m4!1s0x874d90aca5feaaab:0x95f77270b54d0634!8m2!3d40.236181099999996!4d-111.6597178",ChIJq6r-payQTYcRNAZNtXBy95U,0x874d90aca5feaaab:0x95f77270b54d0634
Foxwood Apartments,,Apartment building,Apartment building,Apartment building,North Park,830 N 100 W St,Provo,84604.0,Utah,40.2448949,-111.6601521,3.3,15,4,1,2,3,5,3,False,"https://www.google.com/maps/place/Foxwood+Apartments/@40.2448949,-111.66015209999999,14z/data=!4m8!1m2!2m1!1sFoxwood+Apartments!3m4!1s0x874d90af49587fef:0x9e99d97617b8843b!8m2!3d40.2448949!4d-111.66015209999999",ChIJ739YSa-QTYcRO4S4F3bZmZ4,0x874d90af49587fef:0x9e99d97617b8843b
Parkway Lofts,https://www.liveatparkwaylofts.com/%3Fswitch_cls%5Bid%5D%3D105686%26utm_source%3Dgoogle%2520-%2520entrataseo%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite%2520click,"Apartment complex, Apartment building, Apartment rental agency, Condominium complex, Condominium rental agency, Real estate rental agency",Apartment complex,Apartment complex,Sunset Heights,"aprtA101, 1225 1000 S",Orem,84058.0,Utah,40.277379,-111.7245757,3.4,561,177,24,22,49,289,284,True,"https://www.google.com/maps/place/Parkway+Lofts/@40.277378999999996,-111.72457569999999,14z/data=!4m8!1m2!2m1!1sParkway+Lofts!3m4!1s0x874d9b19335655d7:0x9a03d16a86f8f7a4!8m2!3d40.277378999999996!4d-111.72457569999999",ChIJ11VWMxmbTYcRpPf4hmrRA5o,0x874d9b19335655d7:0x9a03d16a86f8f7a4
Mission Property Management,http://www.missionpropertymgmt.com/,Property management company,Property management company,Property management company,Scera Park South,595 S State St,Orem,84058.0,Utah,40.2864461,-111.6894142,5.0,23,0,0,0,0,23,13,True,"https://www.google.com/maps/place/Mission+Property+Management/@40.2864461,-111.6894142,14z/data=!4m8!1m2!2m1!1sMission+Property+Management!3m4!1s0x6f15e283f9833aad:0x32cb595c909f5a5!8m2!3d40.2864461!4d-111.6894142",ChIJrTqD-YPiFW8RpfUJyZW1LAM,0x6f15e283f9833aad:0x32cb595c909f5a5
Prime Time Property Management,http://www.primetimemgt.com/,"Real estate agency, Property management company, Real estate agent, Real estate rental agency",Property management company,Real estate agency,Hillcrest,1145 S 800 E,Orem,84058.0,Utah,40.2761308,-111.6754245,4.6,95,8,1,0,0,86,115,True,"https://www.google.com/maps/place/Prime+Time+Property+Management/@40.2761308,-111.67542449999999,14z/data=!4m8!1m2!2m1!1sPrime+Time+Property+Management!3m4!1s0x874d9adfe84b8bf3:0xc3a263747847fea7!8m2!3d40.2761308!4d-111.67542449999999",ChIJ84tL6N-aTYcRp_5HeHRjosM,0x874d9adfe84b8bf3:0xc3a263747847fea7
Harman Property Management Group,http://harman.managebuilding.com/,Property management company,Property management company,Property management company,Lakeview,73 W University Pkwy,Orem,84058.0,Utah,40.2727576,-111.6970696,3.8,501,121,13,12,36,319,42,True,"https://www.google.com/maps/place/Harman+Property+Management+Group/@40.2727576,-111.69706959999999,14z/data=!4m8!1m2!2m1!1sHarman+Property+Management+Group!3m4!1s0x874d9a6376176529:0xb98c3092b87a8ba1!8m2!3d40.2727576!4d-111.69706959999999",ChIJKWUXdmOaTYcRoYt6uJIwjLk,0x874d9a6376176529:0xb98c3092b87a8ba1
Mountain View Management,http://www.mvmrentals.com/,Property management company,Property management company,Property management company,Orchard South,847 500 N,Orem,84097.0,Utah,40.3066265,-111.6755509,3.9,136,27,7,5,13,84,2,True,"https://www.google.com/maps/place/Mountain+View+Management/@40.3066265,-111.67555089999999,14z/data=!4m8!1m2!2m1!1sMountain+View+Management!3m4!1s0x874d9aadc90247fb:0xc4490731aae236e5!8m2!3d40.3066265!4d-111.67555089999999",ChIJ-0cCya2aTYcR5TbiqjEHScQ,0x874d9aadc90247fb:0xc4490731aae236e5
Commerce Property Solutions,http://www.cps4rent.com/,Property management company,Property management company,Property management company,Suncrest,256 N Orem Blvd,Orem,84057.0,Utah,40.3020592,-111.6987176,4.2,142,24,2,0,6,110,6,True,"https://www.google.com/maps/place/Commerce+Property+Solutions/@40.302059199999995,-111.6987176,14z/data=!4m8!1m2!2m1!1sCommerce+Property+Solutions!3m4!1s0x874d9ba8bb44e5b7:0xd9cb06d22863067f!8m2!3d40.302059199999995!4d-111.6987176",ChIJt-VEu6ibTYcRfwZjKNIGy9k,0x874d9ba8bb44e5b7:0xd9cb06d22863067f
Incline Property Management,https://inclinepm.com/,"Property management company, Real estate agency, Real estate agent",Property management company,Property management company,Bonneville,998 N 1200 W,Orem,84057.0,Utah,40.3155029,-111.7242431,3.4,128,46,2,3,4,73,7,True,"https://www.google.com/maps/place/Incline+Property+Management/@40.3155029,-111.7242431,14z/data=!4m8!1m2!2m1!1sIncline+Property+Management!3m4!1s0x874d8587d8e4a6cd:0x593caf0f4b5de63f!8m2!3d40.3155029!4d-111.7242431",ChIJzabk2IeFTYcRP-ZdSw-vPFk,0x874d8587d8e4a6cd:0x593caf0f4b5de63f
Accel Property Management,https://www.accelpropertymanagement.com/,Property management company,Property management company,Property management company,Suncrest,49 1330 W,Orem,84057.0,Utah,40.2980735,-111.7278558,2.9,11,5,1,0,0,5,1,False,"https://www.google.com/maps/place/Accel+Property+Management/@40.2980735,-111.7278558,14z/data=!4m8!1m2!2m1!1sAccel+Property+Management!3m4!1s0x874d9b32f43df715:0xab0639c4b6d29407!8m2!3d40.2980735!4d-111.7278558",ChIJFfc99DKbTYcRB5TStsQ5Bqs,0x874d9b32f43df715:0xab0639c4b6d29407
Home Basics Real Estate,https://www.homebasicspm.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite%2520click,"Property management company, Property administration service, Property maintenance, Real estate agency, Real estate agent, Real estate consultant",Property management company,Property management company,Suncrest,383 N State St,Orem,84057.0,Utah,40.3039882,-111.6987445,3.7,93,26,2,3,2,60,2,True,"https://www.google.com/maps/place/Home+Basics+Real+Estate/@40.3039882,-111.69874449999999,14z/data=!4m8!1m2!2m1!1sHome+Basics+Real+Estate!3m4!1s0x874d9bc5434b86d3:0xc11c08de24f646a8!8m2!3d40.3039882!4d-111.69874449999999",ChIJ04ZLQ8WbTYcRqEb2JN4IHME,0x874d9bc5434b86d3:0xc11c08de24f646a8
PMI Made Simple,https://www.provopropertymanagementinc.com/,Property management company,Property management company,Property management company,Hillcrest,1145 S 800 E #110,Orem,84097.0,Utah,40.2761308,-111.6754245,4.1,177,37,2,0,7,131,19,True,"https://www.google.com/maps/place/PMI+Made+Simple/@40.2761308,-111.67542449999999,14z/data=!4m8!1m2!2m1!1sPMI+Made+Simple!3m4!1s0x874d9a8679483617:0x42d6615243cdba87!8m2!3d40.2761308!4d-111.67542449999999",ChIJFzZIeYaaTYcRh7rNQ1Jh1kI,0x874d9a8679483617:0x42d6615243cdba87
Horizon Management,http://www.rentalsbyhorizon.com/,Property management company,Property management company,Property management company,Westmore,1035 Orem Blvd,Orem,84058.0,Utah,40.278192,-111.688856,2.4,79,46,2,6,3,22,1,False,"https://www.google.com/maps/place/Horizon+Management/@40.278192,-111.688856,14z/data=!4m8!1m2!2m1!1sHorizon+Management!3m4!1s0x874d9a8d5a71c555:0x76a1bfa2cbb7a1b0!8m2!3d40.278192!4d-111.688856",ChIJVcVxWo2aTYcRsKG3y6K_oXY,0x874d9a8d5a71c555:0x76a1bfa2cbb7a1b0
Advantage Management & Real Estate Services LLC,http://www.amres.co/,Property management company,Property management company,Property management company,Orchard South,460 E 800 N,Orem,84097.0,Utah,40.3114849,-111.6846822,3.7,509,156,9,4,24,316,6,True,"https://www.google.com/maps/place/Advantage+Management+%26+Real+Estate+Services+LLC/@40.311484899999996,-111.6846822,14z/data=!4m8!1m2!2m1!1sAdvantage+Management+%26+Real+Estate+Services+LLC!3m4!1s0x874d9a932be96d0f:0x294f011d19a3c8a9!8m2!3d40.311484899999996!4d-111.6846822",ChIJD23pK5OaTYcRqcijGR0BTyk,0x874d9a932be96d0f:0x294f011d19a3c8a9
Golding Property Management,,Property management company,Property management company,Property management company,North Park,,Provo,84601.0,Utah,40.2424356,-111.6772598,3.8,11,1,1,2,2,5,2,False,"https://www.google.com/maps/place/Golding+Property+Management/@40.2424356,-111.6772598,14z/data=!4m8!1m2!2m1!1sGolding+Property+Management!3m4!1s0x874d9a0ff13f6b25:0xdd89f0206c4c7a98!8m2!3d40.2424356!4d-111.6772598",ChIJJWs_8Q-aTYcRmHpMbCDwid0,0x874d9a0ff13f6b25:0xdd89f0206c4c7a98
Kingsley Management Corporation,http://kmcmh.com/,Property management company,Property management company,Property management company,River Bottoms,4956 N 300 W,Provo,84604.0,Utah,40.3001488,-111.6622642,1.6,99,79,5,0,1,14,13,True,"https://www.google.com/maps/place/Kingsley+Management+Corporation/@40.300148799999995,-111.6622642,14z/data=!4m8!1m2!2m1!1sKingsley+Management+Corporation!3m4!1s0x874d9005e6fdb1bb:0xd5768c2de7f59480!8m2!3d40.300148799999995!4d-111.6622642",ChIJu7H95gWQTYcRgJT15y2MdtU,0x874d9005e6fdb1bb:0xd5768c2de7f59480
Real Property Management Utah County,https://www.rpmutahcounty.com/%3Fcid%3DLSTL_RPM000203%26utm_source%3Dgmb%26utm_campaign%3Dlocal%26utm_medium%3Dorganic,"Property management company, Real estate agent",Property management company,Property management company,Hillcrest,1366 S 740 E,Orem,84097.0,Utah,40.2720431,-111.6777514,4.1,258,54,2,4,3,195,8,True,"https://www.google.com/maps/place/Real+Property+Management+Utah+County/@40.2720431,-111.67775139999999,14z/data=!4m8!1m2!2m1!1sReal+Property+Management+Utah+County!3m4!1s0x874d9a7195e9997b:0x61d71ff00da3308!8m2!3d40.2720431!4d-111.67775139999999",ChIJe5nplXGaTYcRCDPaAP9xHQY,0x874d9a7195e9997b:0x61d71ff00da3308
Aspen Ridge Management,https://www.aspenridgemanagement.com/,"Property management company, Student housing center",Property management company,Property management company,Joaquin,257 E Center St,Provo,84606.0,Utah,40.2339411,-111.6542421,1.7,809,611,47,25,32,94,28,True,"https://www.google.com/maps/place/Aspen+Ridge+Management/@40.233941099999996,-111.65424209999999,14z/data=!4m8!1m2!2m1!1sAspen+Ridge+Management!3m4!1s0x874d974d95cb8b1f:0x25350471a30023!8m2!3d40.233941099999996!4d-111.65424209999999",ChIJH4vLlU2XTYcRIwCjcQQ1JQA,0x874d974d95cb8b1f:0x25350471a30023
Vision Real Estate,https://www.utahrentals.com/,"Property management company, Real estate agency",Property management company,Property management company,Dixon,980 W Center St Suite 100,Provo,84601.0,Utah,40.2340982,-111.6759007,4.1,1127,221,14,19,41,832,32,True,"https://www.google.com/maps/place/Vision+Real+Estate/@40.2340982,-111.6759007,14z/data=!4m8!1m2!2m1!1sVision+Real+Estate!3m4!1s0x874d974d9091bd05:0x7852891317ae95a6!8m2!3d40.2340982!4d-111.6759007",ChIJBb2RkE2XTYcRppWuFxOJUng,0x874d974d9091bd05:0x7852891317ae95a6
Passaro Leasing,http://passaroleasing.com/,Property management company,Property management company,Property management company,Riverside,"Basement, 364 W 2230 N Unit 104",Provo,84604.0,Utah,40.2638429,-111.6650203,1.9,13,10,0,0,0,3,14,True,"https://www.google.com/maps/place/Passaro+Leasing/@40.2638429,-111.6650203,14z/data=!4m8!1m2!2m1!1sPassaro+Leasing!3m4!1s0x874d9a7016460a75:0x1fa8301d4cf64ee0!8m2!3d40.2638429!4d-111.6650203",ChIJdQpGFnCaTYcR4E72TB0wqB8,0x874d9a7016460a75:0x1fa8301d4cf64ee0
Timpanogos Gateway Condominiums,http://lreutah.com/,Condominium rental agency,Condominium rental agency,Condominium rental agency,Pleasant View,1931 N Canyon Rd,Provo,84604.0,Utah,40.2595894,-111.6564959,3.9,17,3,1,0,3,10,10,False,"https://www.google.com/maps/place/Timpanogos+Gateway+Condominiums/@40.259589399999996,-111.6564959,14z/data=!4m8!1m2!2m1!1sTimpanogos+Gateway+Condominiums!3m4!1s0x874d909982953d19:0x304a4926760a7edc!8m2!3d40.259589399999996!4d-111.6564959",ChIJGT2VgpmQTYcR3H4KdiZJSjA,0x874d909982953d19:0x304a4926760a7edc
The Freehand,http://thefreehandprovo.com/,Apartment complex,Apartment complex,Apartment complex,Carterville,1555 N Canyon Rd,Provo,84604.0,Utah,40.25500479999999,-111.6567101,4.5,120,10,1,4,8,97,96,True,"https://www.google.com/maps/place/The+Freehand/@40.255004799999995,-111.6567101,14z/data=!4m8!1m2!2m1!1sThe+Freehand!3m4!1s0x874d9127fc604e33:0xdd1b934b6183c0df!8m2!3d40.255004799999995!4d-111.6567101",ChIJM05g_CeRTYcR38CDYUuTG90,0x874d9127fc604e33:0xdd1b934b6183c0df
